"family","list","pathway","set_size","overlap","expected","p_hyper","q_bh"
"C5:GO:BP","down","GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT",343,13,17.4344,0.894263206637731,1
"C5:GO:BP","down","GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY",297,11,15.0962,0.894562646095045,1
"C5:GO:BP","down","GOBP_ADULT_BEHAVIOR",128,4,6.5061,0.895710421194563,1
"C5:GO:BP","down","GOBP_LIPOPROTEIN_METABOLIC_PROCESS",74,2,3.7613,0.896033836207462,1
"C5:GO:BP","down","GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS",44,1,2.2365,0.899597411083985,1
"C5:GO:BP","down","GOBP_INTRACELLULAR_LIPID_TRANSPORT",44,1,2.2365,0.899597411083985,1
"C5:GO:BP","down","GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS",44,1,2.2365,0.899597411083985,1
"C5:GO:BP","down","GOBP_REGULATION_OF_NEURON_MIGRATION",44,1,2.2365,0.899597411083985,1
"C5:GO:BP","down","GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS",44,1,2.2365,0.899597411083985,1
"C5:GO:BP","down","GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE",44,1,2.2365,0.899597411083985,1
"C5:GO:BP","down","GOBP_RESPIRATORY_SYSTEM_PROCESS",44,1,2.2365,0.899597411083985,1
"C5:GO:BP","down","GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT",75,2,3.8122,0.900272455471025,1
"C5:GO:BP","down","GOBP_GLUCOSE_METABOLIC_PROCESS",180,6,9.1492,0.900459154123264,1
"C5:GO:BP","down","GOBP_LIPID_OXIDATION",104,3,5.2862,0.904184751303757,1
"C5:GO:BP","down","GOBP_MAMMARY_GLAND_MORPHOGENESIS",45,1,2.2873,0.904715190861819,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS",45,1,2.2873,0.904715190861819,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT",45,1,2.2873,0.904715190861819,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT",45,1,2.2873,0.904715190861819,1
"C5:GO:BP","down","GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS",45,1,2.2873,0.904715190861819,1
"C5:GO:BP","down","GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION",45,1,2.2873,0.904715190861819,1
"C5:GO:BP","down","GOBP_VITAMIN_TRANSPORT",45,1,2.2873,0.904715190861819,1
"C5:GO:BP","down","GOBP_CARDIAC_MUSCLE_CONTRACTION",131,4,6.6586,0.905475517432501,1
"C5:GO:BP","down","GOBP_PATTERN_SPECIFICATION_PROCESS",372,14,18.9084,0.90669500296927,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT",77,2,3.9138,0.908270407607246,1
"C5:GO:BP","down","GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION",132,4,6.7094,0.908545922412928,1
"C5:GO:BP","down","GOBP_RESPONSE_TO_METAL_ION",280,10,14.2321,0.908991938546025,1
"C5:GO:BP","down","GOBP_CORONARY_VASCULATURE_DEVELOPMENT",46,1,2.3381,0.909572415980958,1
"C5:GO:BP","down","GOBP_DETECTION_OF_LIGHT_STIMULUS",46,1,2.3381,0.909572415980958,1
"C5:GO:BP","down","GOBP_ENDOCRINE_HORMONE_SECRETION",46,1,2.3381,0.909572415980958,1
"C5:GO:BP","down","GOBP_NUCLEAR_MEMBRANE_ORGANIZATION",46,1,2.3381,0.909572415980958,1
"C5:GO:BP","down","GOBP_SYNAPTIC_TRANSMISSION_GABAERGIC",46,1,2.3381,0.909572415980958,1
"C5:GO:BP","down","GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS",106,3,5.3879,0.910937594643944,1
"C5:GO:BP","down","GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM",106,3,5.3879,0.910937594643944,1
"C5:GO:BP","down","GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING",443,17,22.5173,0.911270685907248,1
"C5:GO:BP","down","GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS",78,2,3.9647,0.91204050232151,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",78,2,3.9647,0.91204050232151,1
"C5:GO:BP","down","GOBP_STEROID_METABOLIC_PROCESS",258,9,13.1139,0.912885845864342,1
"C5:GO:BP","down","GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS",234,8,11.894,0.913126001622403,1
"C5:GO:BP","down","GOBP_STRESS_FIBER_ASSEMBLY",107,3,5.4387,0.914149461882299,1
"C5:GO:BP","down","GOBP_CALCINEURIN_MEDIATED_SIGNALING",47,1,2.389,0.914182335834,1
"C5:GO:BP","down","GOBP_NEURON_MATURATION",47,1,2.389,0.914182335834,1
"C5:GO:BP","down","GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS",47,1,2.389,0.914182335834,1
"C5:GO:BP","down","GOBP_POSTSYNAPTIC_DENSITY_ORGANIZATION",47,1,2.389,0.914182335834,1
"C5:GO:BP","down","GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION",47,1,2.389,0.914182335834,1
"C5:GO:BP","down","GOBP_SCHWANN_CELL_DIFFERENTIATION",47,1,2.389,0.914182335834,1
"C5:GO:BP","down","GOBP_SYNAPTIC_VESICLE_TRANSPORT",47,1,2.389,0.914182335834,1
"C5:GO:BP","down","GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS",47,1,2.389,0.914182335834,1
"C5:GO:BP","down","GOBP_VESICLE_TRANSPORT_ALONG_MICROTUBULE",47,1,2.389,0.914182335834,1
"C5:GO:BP","down","GOBP_HIPPOCAMPUS_DEVELOPMENT",79,2,4.0155,0.915664957675068,1
"C5:GO:BP","down","GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT",79,2,4.0155,0.915664957675068,1
"C5:GO:BP","down","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",260,9,13.2155,0.91710184701476,1
"C5:GO:BP","down","GOBP_REGULATION_OF_RNA_SPLICING",187,6,9.505,0.918532856261508,1
"C5:GO:BP","down","GOBP_BODY_MORPHOGENESIS",48,1,2.4398,0.918557526879832,1
"C5:GO:BP","down","GOBP_MEMBRANE_REPOLARIZATION",48,1,2.4398,0.918557526879832,1
"C5:GO:BP","down","GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",48,1,2.4398,0.918557526879832,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",48,1,2.4398,0.918557526879832,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION",48,1,2.4398,0.918557526879832,1
"C5:GO:BP","down","GOBP_STEROL_HOMEOSTASIS",80,2,4.0663,0.919148814982096,1
"C5:GO:BP","down","GOBP_DETECTION_OF_ABIOTIC_STIMULUS",109,3,5.5404,0.920259029603294,1
"C5:GO:BP","down","GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT",81,2,4.1171,0.922496980116305,1
"C5:GO:BP","down","GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",81,2,4.1171,0.922496980116305,1
"C5:GO:BP","down","GOBP_OXIDATIVE_PHOSPHORYLATION",137,4,6.9636,0.92260609916237,1
"C5:GO:BP","down","GOBP_STEROL_METABOLIC_PROCESS",137,4,6.9636,0.92260609916237,1
"C5:GO:BP","down","GOBP_EXTRACELLULAR_TRANSPORT",49,1,2.4906,0.922709926780777,1
"C5:GO:BP","down","GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS",49,1,2.4906,0.922709926780777,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_OSSIFICATION",49,1,2.4906,0.922709926780777,1
"C5:GO:BP","down","GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY",189,6,9.6067,0.923141043341077,1
"C5:GO:BP","down","GOBP_MEMORY",110,3,5.5912,0.923162555722348,1
"C5:GO:BP","down","GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS",288,10,14.6388,0.9248440657864,1
"C5:GO:BP","down","GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE",138,4,7.0144,0.925173823506573,1
"C5:GO:BP","down","GOBP_KIDNEY_MORPHOGENESIS",82,2,4.168,0.925714224237399,1
"C5:GO:BP","down","GOBP_MONOSACCHARIDE_METABOLIC_PROCESS",240,8,12.199,0.925736001634607,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY",111,3,5.642,0.925969040422556,1
"C5:GO:BP","down","GOBP_PROTEIN_TARGETING",289,10,14.6896,0.92664931824178,1
"C5:GO:BP","down","GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT",50,1,2.5415,0.926650866810065,1
"C5:GO:BP","down","GOBP_GLUTATHIONE_METABOLIC_PROCESS",50,1,2.5415,0.926650866810065,1
"C5:GO:BP","down","GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION",50,1,2.5415,0.926650866810065,1
"C5:GO:BP","down","GOBP_PALLIUM_DEVELOPMENT",165,5,8.3868,0.926793756202209,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",191,6,9.7083,0.927519229551753,1
"C5:GO:BP","down","GOBP_MRNA_PROCESSING",477,18,24.2454,0.928605293318613,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",83,2,4.2188,0.928805184793363,1
"C5:GO:BP","down","GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS",315,11,16.0111,0.930202234690563,1
"C5:GO:BP","down","GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS",51,1,2.5923,0.930391102617194,1
"C5:GO:BP","down","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",51,1,2.5923,0.930391102617194,1
"C5:GO:BP","down","GOBP_PIGMENT_BIOSYNTHETIC_PROCESS",51,1,2.5923,0.930391102617194,1
"C5:GO:BP","down","GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY",51,1,2.5923,0.930391102617194,1
"C5:GO:BP","down","GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING",51,1,2.5923,0.930391102617194,1
"C5:GO:BP","down","GOBP_RESPONSE_TO_FATTY_ACID",51,1,2.5923,0.930391102617194,1
"C5:GO:BP","down","GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE",51,1,2.5923,0.930391102617194,1
"C5:GO:BP","down","GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT",218,7,11.0807,0.931144084844552,1
"C5:GO:BP","down","GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT",113,3,5.7437,0.931301957273718,1
"C5:GO:BP","down","GOBP_SKIN_EPIDERMIS_DEVELOPMENT",113,3,5.7437,0.931301957273718,1
"C5:GO:BP","down","GOBP_CARDIAC_CONDUCTION",84,2,4.2696,0.931774366768736,1
"C5:GO:BP","down","GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",84,2,4.2696,0.931774366768736,1
"C5:GO:BP","down","GOBP_PROTEIN_LOCALIZATION_TO_CILIUM",84,2,4.2696,0.931774366768736,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY",141,4,7.1669,0.932423399964723,1
"C5:GO:BP","down","GOBP_CEREBRAL_CORTEX_DEVELOPMENT",114,3,5.7945,0.933833789769369,1
"C5:GO:BP","down","GOBP_P38MAPK_CASCADE",52,1,2.6431,0.933940843434275,1
"C5:GO:BP","down","GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS",85,2,4.3205,0.934626144151337,1
"C5:GO:BP","down","GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION",85,2,4.3205,0.934626144151337,1
"C5:GO:BP","down","GOBP_RNA_METHYLATION",85,2,4.3205,0.934626144151337,1
"C5:GO:BP","down","GOBP_MUSCLE_CONTRACTION",343,12,17.4344,0.936699453857125,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT",143,4,7.2685,0.936897165516896,1
"C5:GO:BP","down","GOBP_ADHERENS_JUNCTION_ORGANIZATION",53,1,2.6939,0.937309779802261,1
"C5:GO:BP","down","GOBP_FACE_DEVELOPMENT",53,1,2.6939,0.937309779802261,1
"C5:GO:BP","down","GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION",53,1,2.6939,0.937309779802261,1
"C5:GO:BP","down","GOBP_MITOCHONDRIAL_TRANSPORT",86,2,4.3713,0.937364761592066,1
"C5:GO:BP","down","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE",438,16,22.2631,0.938097756084202,1
"C5:GO:BP","down","GOBP_MESONEPHROS_DEVELOPMENT",87,2,4.4221,0.939994336234423,1
"C5:GO:BP","down","GOBP_HEART_PROCESS",223,7,11.3349,0.940217620585525,1
"C5:GO:BP","down","GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS",54,1,2.7448,0.940507109891997,1
"C5:GO:BP","down","GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",54,1,2.7448,0.940507109891997,1
"C5:GO:BP","down","GOBP_OVULATION_CYCLE",54,1,2.7448,0.940507109891997,1
"C5:GO:BP","down","GOBP_PROGRAMMED_NECROTIC_CELL_DEATH",54,1,2.7448,0.940507109891997,1
"C5:GO:BP","down","GOBP_TETRAPYRROLE_METABOLIC_PROCESS",54,1,2.7448,0.940507109891997,1
"C5:GO:BP","down","GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",323,11,16.4178,0.942387919748413,1
"C5:GO:BP","down","GOBP_PROTEIN_N_LINKED_GLYCOSYLATION",88,2,4.473,0.942518859692234,1
"C5:GO:BP","down","GOBP_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS",55,1,2.7956,0.943541564491198,1
"C5:GO:BP","down","GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS",55,1,2.7956,0.943541564491198,1
"C5:GO:BP","down","GOBP_PEPTIDE_METABOLIC_PROCESS",55,1,2.7956,0.943541564491198,1
"C5:GO:BP","down","GOBP_FATTY_ACID_METABOLIC_PROCESS",348,12,17.6885,0.943691617809763,1
"C5:GO:BP","down","GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY",89,2,4.5238,0.944942200155853,1
"C5:GO:BP","down","GOBP_CELL_JUNCTION_MAINTENANCE",56,1,2.8464,0.946421430724911,1
"C5:GO:BP","down","GOBP_MESENCHYME_MORPHOGENESIS",56,1,2.8464,0.946421430724911,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS",56,1,2.8464,0.946421430724911,1
"C5:GO:BP","down","GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION",56,1,2.8464,0.946421430724911,1
"C5:GO:BP","down","GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",56,1,2.8464,0.946421430724911,1
"C5:GO:BP","down","GOBP_MICROTUBULE_BUNDLE_FORMATION",120,3,6.0995,0.947301463263607,1
"C5:GO:BP","down","GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS",202,6,10.2675,0.947884140102029,1
"C5:GO:BP","down","GOBP_POSTSYNAPSE_ORGANIZATION",228,7,11.589,0.948217789653941,1
"C5:GO:BP","down","GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY",228,7,11.589,0.948217789653941,1
"C5:GO:BP","down","GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",149,4,7.5735,0.948750813193111,1
"C5:GO:BP","down","GOBP_BONE_RESORPTION",57,1,2.8973,0.949154574573573,1
"C5:GO:BP","down","GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION",57,1,2.8973,0.949154574573573,1
"C5:GO:BP","down","GOBP_GLYCOSAMINOGLYCAN_METABOLIC_PROCESS",57,1,2.8973,0.949154574573573,1
"C5:GO:BP","down","GOBP_HEART_VALVE_MORPHOGENESIS",57,1,2.8973,0.949154574573573,1
"C5:GO:BP","down","GOBP_NUCLEAR_ENVELOPE_ORGANIZATION",57,1,2.8973,0.949154574573573,1
"C5:GO:BP","down","GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",57,1,2.8973,0.949154574573573,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT",57,1,2.8973,0.949154574573573,1
"C5:GO:BP","down","GOBP_SNRNA_METABOLIC_PROCESS",57,1,2.8973,0.949154574573573,1
"C5:GO:BP","down","GOBP_AXONEME_ASSEMBLY",91,2,4.6254,0.94950020113743,1
"C5:GO:BP","down","GOBP_MYOBLAST_DIFFERENTIATION",91,2,4.6254,0.94950020113743,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS",91,2,4.6254,0.94950020113743,1
"C5:GO:BP","down","GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT",92,2,4.6763,0.951642001320802,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION",58,1,2.9481,0.951748462249529,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION",58,1,2.9481,0.951748462249529,1
"C5:GO:BP","down","GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT",58,1,2.9481,0.951748462249529,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY",58,1,2.9481,0.951748462249529,1
"C5:GO:BP","down","GOBP_SINGLE_FERTILIZATION",123,3,6.252,0.95303529642101,1
"C5:GO:BP","down","GOBP_CARBOHYDRATE_METABOLIC_PROCESS",498,18,25.3128,0.953233704000584,1
"C5:GO:BP","down","GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH",152,4,7.726,0.95387881833581,1
"C5:GO:BP","down","GOBP_REGULATION_OF_CELL_MORPHOGENESIS",232,7,11.7923,0.953915868672443,1
"C5:GO:BP","down","GOBP_DENDRITIC_SPINE_MORPHOGENESIS",59,1,2.9989,0.954210180489835,1
"C5:GO:BP","down","GOBP_EMBRYONIC_PATTERN_SPECIFICATION",59,1,2.9989,0.954210180489835,1
"C5:GO:BP","down","GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS",59,1,2.9989,0.954210180489835,1
"C5:GO:BP","down","GOBP_NEURAL_RETINA_DEVELOPMENT",59,1,2.9989,0.954210180489835,1
"C5:GO:BP","down","GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS",59,1,2.9989,0.954210180489835,1
"C5:GO:BP","down","GOBP_REGULATION_OF_BLOOD_PRESSURE",153,4,7.7768,0.955480362661847,1
"C5:GO:BP","down","GOBP_FATTY_ACID_CATABOLIC_PROCESS",94,2,4.7779,0.955668191197933,1
"C5:GO:BP","down","GOBP_CELLULAR_RESPIRATION",309,10,15.7062,0.955672682825689,1
"C5:GO:BP","down","GOBP_MACROMOLECULE_METHYLATION",125,3,6.3536,0.956528395046049,1
"C5:GO:BP","down","GOBP_REGULATORY_NCRNA_PROCESSING",60,1,3.0497,0.956546455820195,1
"C5:GO:BP","down","GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY",95,2,4.8288,0.957559043836453,1
"C5:GO:BP","down","GOBP_METHYLATION",209,6,10.6233,0.95800825787869,1
"C5:GO:BP","down","GOBP_MONOATOMIC_ANION_TRANSPORT",126,3,6.4045,0.958182315827234,1
"C5:GO:BP","down","GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION",61,1,3.1006,0.958763672842158,1
"C5:GO:BP","down","GOBP_SYNAPTIC_VESICLE_LOCALIZATION",61,1,3.1006,0.958763672842158,1
"C5:GO:BP","down","GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC",96,2,4.8796,0.959372531139642,1
"C5:GO:BP","down","GOBP_ACTIN_FILAMENT_BASED_MOVEMENT",127,3,6.4553,0.959777120419238,1
"C5:GO:BP","down","GOBP_DORSAL_VENTRAL_PATTERN_FORMATION",62,1,3.1514,0.960867891593015,1
"C5:GO:BP","down","GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT",62,1,3.1514,0.960867891593015,1
"C5:GO:BP","down","GOBP_LIMBIC_SYSTEM_DEVELOPMENT",97,2,4.9304,0.961111619814979,1
"C5:GO:BP","down","GOBP_EPIDERMIS_DEVELOPMENT",289,9,14.6896,0.961180496023077,1
"C5:GO:BP","down","GOBP_ACYL_COA_METABOLIC_PROCESS",98,2,4.9812,0.962779175342852,1
"C5:GO:BP","down","GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION",98,2,4.9812,0.962779175342852,1
"C5:GO:BP","down","GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR",98,2,4.9812,0.962779175342852,1
"C5:GO:BP","down","GOBP_RECEPTOR_CLUSTERING",63,1,3.2022,0.962864864025379,1
"C5:GO:BP","down","GOBP_NEURON_MIGRATION",159,4,8.0818,0.964059858557744,1
"C5:GO:BP","down","GOBP_ORGANIC_CATION_TRANSPORT",99,2,5.0321,0.964377964586845,1
"C5:GO:BP","down","GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS",64,1,3.2531,0.964760049651028,1
"C5:GO:BP","down","GOBP_PIGMENT_METABOLIC_PROCESS",64,1,3.2531,0.964760049651028,1
"C5:GO:BP","down","GOBP_LIPID_CATABOLIC_PROCESS",293,9,14.8929,0.965227063702374,1
"C5:GO:BP","down","GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS",319,10,16.2145,0.965945619376802,1
"C5:GO:BP","down","GOBP_NON_MOTILE_CILIUM_ASSEMBLY",65,1,3.3039,0.966558630391343,1
"C5:GO:BP","down","GOBP_STEROL_TRANSPORT",101,2,5.1337,0.967379834224326,1
"C5:GO:BP","down","GOBP_TELENCEPHALON_DEVELOPMENT",244,7,12.4023,0.96778779704123,1
"C5:GO:BP","down","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",66,1,3.3547,0.968265524674531,1
"C5:GO:BP","down","GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION",66,1,3.3547,0.968265524674531,1
"C5:GO:BP","down","GOBP_ENDOSOME_ORGANIZATION",102,2,5.1846,0.968787978666872,1
"C5:GO:BP","down","GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION",67,1,3.4055,0.969885400817792,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS",135,3,6.8619,0.970626345272799,1
"C5:GO:BP","down","GOBP_ACTIN_MEDIATED_CELL_CONTRACTION",104,2,5.2862,0.971430681021628,1
"C5:GO:BP","down","GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION",136,3,6.9127,0.971769204738005,1
"C5:GO:BP","down","GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS",195,5,9.9117,0.972687273527807,1
"C5:GO:BP","down","GOBP_VENTRICULAR_SEPTUM_DEVELOPMENT",69,1,3.5072,0.972881596973879,1
"C5:GO:BP","down","GOBP_AMIDE_BIOSYNTHETIC_PROCESS",167,4,8.4884,0.973122578845329,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION",138,3,7.0144,0.973929783453503,1
"C5:GO:BP","down","GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM",70,1,3.558,0.974266114206565,1
"C5:GO:BP","down","GOBP_SYNAPSE_ASSEMBLY",252,7,12.8089,0.974797196037964,1
"C5:GO:BP","down","GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION",71,1,3.6089,0.975580030052491,1
"C5:GO:BP","down","GOBP_SPINAL_CORD_DEVELOPMENT",71,1,3.6089,0.975580030052491,1
"C5:GO:BP","down","GOBP_POTASSIUM_ION_TRANSPORT",170,4,8.6409,0.975931765888322,1
"C5:GO:BP","down","GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS",140,3,7.1161,0.97593288655376,1
"C5:GO:BP","down","GOBP_ERAD_PATHWAY",109,2,5.5404,0.977127081571436,1
"C5:GO:BP","down","GOBP_AMINO_ACID_METABOLIC_PROCESS",256,7,13.0122,0.977749457954405,1
"C5:GO:BP","down","GOBP_PROTEIN_K63_LINKED_UBIQUITINATION",74,1,3.7613,0.979133222954767,1
"C5:GO:BP","down","GOBP_SKELETAL_SYSTEM_MORPHOGENESIS",203,5,10.3183,0.97928785983676,1
"C5:GO:BP","down","GOBP_REGULATION_OF_PROTEIN_TARGETING",75,1,3.8122,0.980198909001844,1
"C5:GO:BP","down","GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL",113,2,5.7437,0.980877283463822,1
"C5:GO:BP","down","GOBP_RESPONSE_TO_BMP",146,3,7.421,0.981100894151344,1
"C5:GO:BP","down","GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION",76,1,3.863,0.981210234503744,1
"C5:GO:BP","down","GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",79,1,4.0155,0.983945046282666,1
"C5:GO:BP","down","GOBP_L_AMINO_ACID_METABOLIC_PROCESS",151,3,7.6752,0.984580870100232,1
"C5:GO:BP","down","GOBP_STRIATED_MUSCLE_CONTRACTION",213,5,10.8266,0.985446708732233,1
"C5:GO:BP","down","GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION",81,1,4.1171,0.985543605137491,1
"C5:GO:BP","down","GOBP_MICROTUBULE_BASED_TRANSPORT",242,6,12.3006,0.985663609120791,1
"C5:GO:BP","down","GOBP_FERTILIZATION",153,3,7.7768,0.985793405607383,1
"C5:GO:BP","down","GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT",83,1,4.2188,0.986983179160764,1
"C5:GO:BP","down","GOBP_ROOF_OF_MOUTH_DEVELOPMENT",84,1,4.2696,0.987648345575126,1
"C5:GO:BP","down","GOBP_INORGANIC_ANION_TRANSPORT",124,2,6.3028,0.988370680301649,1
"C5:GO:BP","down","GOBP_EPITHELIAL_CELL_DEVELOPMENT",192,4,9.7592,0.989516432208117,1
